A,Code,Name,City,Country,LA1,LA2,LA3,LA4,LO1,LO2,LO3,LO4,Alt,Lat,Long
FZVO,0000,0000,BENA-DIBELE,ZAIRE,000,000,000,U,000,000,000,U,00000,0.000,0.000
FZVP,0000,0000,DIKUNGU,ZAIRE,000,000,000,U,000,000,000,U,00000,0.000,0.000
FZVR,0000,0000,BASONGO,ZAIRE,000,000,000,U,000,000,000,U,00000,0.000,0.000
FZVS,0000,0000,ILEBO,ZAIRE,000,000,000,U,000,000,000,U,00000,0.000,0.000
FZVT,0000,0000,DEKESE,ZAIRE,000,000,000,U,000,000,000,U,00000,0.000,0.000
FZVU,0000,0000,IDUMBE,ZAIRE,000,000,000,U,000,000,000,U,00000,0.000,0.000
FZWA,MJM,MBUJI MAYI,MBUJI-MAYI,ZAIRE,006,007,016,S,023,034,008,E,00677,-6.121,23.569
FZWB,0000,0000,BIBANGA,ZAIRE,000,000,000,U,000,000,000,U,00000,0.000,0.000
FZWC,0000,0000,GANDAJIKA,ZAIRE,000,000,000,U,000,000,000,U,00000,0.000,0.000
FZWE,0000,0000,MWENE-DITU,ZAIRE,000,000,000,U,000,000,000,U,00000,0.000,0.000
FZWF,0000,0000,KIPUSHIA,ZAIRE,000,000,000,U,000,000,000,U,00000,0.000,0.000
FZWI,0000,0000,KASHIA,ZAIRE,000,000,000,U,000,000,000,U,00000,0.000,0.000
FZWR,0000,0000,KISENGWA,ZAIRE,000,000,000,U,000,000,000,U,00000,0.000,0.000
FZWS,0000,0000,LUBAO,ZAIRE,000,000,000,U,000,000,000,U,00000,0.000,0.000
FZWT,0000,0000,KABINDA,ZAIRE,000,000,000,U,000,000,000,U,00000,0.000,0.000
GAAO,0000,0000,ANSONGO,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GABD,0000,0000,BANDIAGARA,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GABF,0000,0000,BAFOULABE,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GABG,0000,0000,BOUGOUNI,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GABR,0000,0000,BOUREM,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GABS,BKO,BAMAKO SENOU,BAMAKO,MALI,012,032,000,N,007,056,059,W,00381,12.533,-7.950
GADA,0000,0000,DIOILA,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GADZ,0000,0000,DOUENTZA,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GAFD,0000,0000,FALADIE,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GAGL,0000,0000,AGUELHOC,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GAGM,GUD,0000,GOUNDAM,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GAGO,GAQ,GAO,GAO,MALI,016,014,054,N,000,000,019,W,00265,16.248,-0.005
GAGR,0000,0000,GOURMA-RHAROUS,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GAHB,0000,0000,HOMBORI,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GAKA,0000,0000,KENIEBA,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GAKL,0000,0000,KIDAL,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GAKM,0000,0000,KE-MACINA,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GAKN,0000,0000,KOLOKANI,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GAKO,KTX,0000,KOUTIALA,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GAKT,0000,0000,KITA,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GAKY,KYS,KAYES,KAYES,MALI,014,025,052,N,011,026,022,W,00050,14.431,-11.439
GAMA,0000,0000,MARKALA,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GAMB,MZI,MOPTI AMBODEDJO,MOPTI,MALI,014,030,046,N,004,004,046,W,00277,14.513,-4.079
GAMK,0000,0000,MENAKA,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GANF,0000,0000,NIAFUNKE,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GANK,NRM,0000,NARA,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GANR,NIX,NIORO,NIORO,MALI,015,014,019,N,009,034,035,W,00238,15.239,-9.576
GASG,0000,0000,SEGOU,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GASK,KSS,0000,SIKASSO,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GASN,0000,0000,SAN,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GATB,TOM,TOMBOUCTOU,TOMBOUCTOU,MALI,016,043,049,N,003,000,027,W,00264,16.730,-3.007
GATN,0000,0000,TAOUDENNI,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GATS,0000,TESSALIT,TESSALIT,MALI,020,014,046,N,000,058,051,E,00495,20.246,0.981
GAYE,EYL,0000,YELIMANE,MALI,000,000,000,U,000,000,000,U,00000,0.000,0.000
GBYD,BJL,BANJUL INTERNATIONAL,BANJUL,GAMBIA,013,020,016,N,016,039,007,W,00029,13.338,-16.652
GCFV,FUE,FUERTEVENTURA,FUERTEVENTURA,CANARY ISLANDS,028,027,009,N,013,051,049,W,00022,28.453,-13.864
GCHI,VDE,HIERRO,HIERRO,CANARY ISLANDS,027,048,053,N,017,053,013,W,00032,27.815,-17.887
GCLA,SPC,LA PALMA,SANTA CRUZ DE LA PALMA,SPAIN,028,037,035,N,017,045,020,W,00033,28.626,-17.756
GCLP,LPA,GRAN CANARIA,GRAN CANARIA,CANARY ISLANDS,027,055,054,N,015,023,011,W,00024,27.932,-15.386
GCRR,ACE,LANZAROTE,LANZEROTE,CANARY ISLANDS,028,056,043,N,013,036,018,W,00015,28.945,-13.605
GCTS,TFS,TENERIFE SUR,TENERIFE,CANARY ISLANDS,028,002,040,N,016,034,020,W,00064,28.044,-16.572
GCXO,TFN,TENERIFE NORTE,TENERIFE,CANARY ISLANDS,028,028,057,N,016,020,029,W,00632,28.482,-16.341
GEHM,0000,0000,MELILLA,SPANISH NORTH AFRICA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GEML,MLN,MELILLA,MELILLA,SPANISH NORTH AFRICA,035,016,047,N,002,057,022,W,00048,35.280,-2.956
GFBN,BTE,0000,BONTHE,SIERRA LEONE,000,000,000,U,000,000,000,U,00000,0.000,0.000
GFBO,KBS,0000,BO,SIERRA LEONE,000,000,000,U,000,000,000,U,00000,0.000,0.000
GFGK,GBK,0000,GBANGBATOK,SIERRA LEONE,000,000,000,U,000,000,000,U,00000,0.000,0.000
GFHA,HGS,HASTINGS,HASTINGS,SIERRA LEONE,008,023,040,N,013,007,042,W,00019,8.394,-13.128
GFKB,KBA,0000,KABALA,SIERRA LEONE,000,000,000,U,000,000,000,U,00000,0.000,0.000
GFKE,KEN,0000,KENEMA,SIERRA LEONE,000,000,000,U,000,000,000,U,00000,0.000,0.000
GFLL,FNA,FREETOWN LUNGI,FREETOWN,SIERRA LEONE,008,036,059,N,013,011,043,W,00026,8.616,-13.195
GFTO,0000,0000,TONGO,SIERRA LEONE,000,000,000,U,000,000,000,U,00000,0.000,0.000
GFYE,WYE,0000,YENGEMA,SIERRA LEONE,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGBB,0000,0000,BAMBADINCA,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGBE,0000,0000,BEDANDA,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGBF,0000,0000,BAFATA,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGBI,0000,0000,BISSORA,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGBO,0000,0000,BOLAMA,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGBU,0000,0000,BUBAQUE,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGCC,0000,0000,CACINE,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGCF,0000,CUFAR,CUFAR,GUINEA BISSAU,011,017,017,N,015,010,050,W,00020,11.288,-15.181
GGCG,0000,0000,CANTCHUNGO,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGCT,0000,0000,CATIO,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGCV,0000,0000,CARAVELA,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGEP,0000,0000,EMPADA,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGFO,0000,0000,FORMOSA,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGFR,0000,0000,FARIM,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGFU,0000,0000,FULACUNDA,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGGA,0000,0000,GALINHAS,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGGB,0000,0000,GABU,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGMS,0000,0000,MANSOA,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGOV,BXO,BISSAU OSWALDO VIEIRA INTERNATIONAL,BISSAU,GUINEA BISSAU,011,053,041,N,015,039,013,W,00040,11.895,-15.654
GGPC,0000,0000,PECIXE,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGPR,0000,0000,PIRADA,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGSD,0000,0000,SAO DOMINGOS,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGTT,0000,0000,TITE,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGUN,0000,0000,UNO,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GGVR,0000,0000,VARELA,GUINEA BISSAU,000,000,000,U,000,000,000,U,00000,0.000,0.000
GLBU,UCN,0000,BUCHANAN,LIBERIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GLCM,0000,0000,ROBERTSPORT,LIBERIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GLCP,CPA,0000,HARPER,LIBERIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GLGE,SNI,0000,GREENVILLE,LIBERIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GLMR,MLW,MONROVIA SPRIGGS PAYNE,MONROVIA,LIBERIA,006,017,020,N,010,045,031,W,00008,6.289,-10.759
GLNA,NIA,0000,GRASSFIELD,LIBERIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GLRB,ROB,MONROVIA ROBERTS INTERNATIONAL,MONROVIA,LIBERIA,006,014,001,N,010,021,044,W,00010,6.234,-10.362
GLSK,0000,0000,SANNIQUELLIE,LIBERIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GLST,0000,0000,SASSTOWN,LIBERIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GLTN,THC,0000,TCHIEN,LIBERIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GLVA,0000,0000,VOINJAMA,LIBERIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GMAA,AGA,INEZGANE,AGADIR,MOROCCO,030,022,052,N,009,032,046,W,00028,30.381,-9.546
GMAT,TTA,PLAGE BLANCHE,TAN TAN,MOROCCO,028,026,053,N,011,009,040,W,00200,28.448,-11.161
GMAZ,0000,0000,ZAGORA,MOROCCO,000,000,000,U,000,000,000,U,00000,0.000,0.000
GMFA,0000,0000,OUEZZANE,MOROCCO,000,000,000,U,000,000,000,U,00000,0.000,0.000
GMFF,FEZ,SAISS,FEZ,MOROCCO,033,055,038,N,004,058,040,W,00580,33.927,-4.978
GMFI,0000,IFRANE,IFRANE,MOROCCO,033,030,019,N,005,009,010,W,01664,33.505,-5.153
GMFK,ERH,MOULAY ALI CHERIF,ER-RACHIDIA,MOROCCO,031,056,056,N,004,024,002,W,01045,31.949,-4.401
GMFM,MEK,BASSATINE,MEKNES,MOROCCO,033,052,044,N,005,030,054,W,00577,33.879,-5.515
GMFN,0000,TAOUIMA,NADOR,MOROCCO,035,009,012,N,002,055,012,W,00004,35.153,-2.920
GMFO,OUD,ANGADS,OUJDA,MOROCCO,034,047,013,N,001,055,026,W,00468,34.787,-1.924
GMFT,0000,0000,TOUAHAR,MOROCCO,000,000,000,U,000,000,000,U,00000,0.000,0.000
GMFU,0000,0000,FEZ,MOROCCO,000,000,000,U,000,000,000,U,00000,0.000,0.000
GMFZ,0000,0000,TAZA,MOROCCO,000,000,000,U,000,000,000,U,00000,0.000,0.000
GMMB,0000,0000,BEN SLIMANE,MOROCCO,000,000,000,U,000,000,000,U,00000,0.000,0.000
GMMC,CAS,ANFA,CASABLANCA,MOROCCO,033,033,012,N,007,039,041,W,00062,33.553,-7.661
GMMD,0000,0000,BENI-MELLAL,MOROCCO,000,000,000,U,000,000,000,U,00000,0.000,0.000
GMME,RBA,SALE,RABAT,MOROCCO,034,003,005,N,006,045,005,W,00085,34.051,-6.751
GMMF,SII,SIDI IFNI,SIDI IFINI,MOROCCO,029,022,008,N,010,010,048,W,00058,29.369,-10.180
GMMI,0000,ESSAOUIRA,ESSADOUIRA,MOROCCO,031,024,014,N,009,041,005,W,00118,31.404,-9.685
GMMJ,0000,0000,EL JADIDA,MOROCCO,000,000,000,U,000,000,000,U,00000,0.000,0.000
GMMK,0000,0000,KHOURIBGA,MOROCCO,000,000,000,U,000,000,000,U,00000,0.000,0.000
GMMN,CMN,MOHAMMED V,CASABLANCA,MOROCCO,033,022,004,N,007,035,016,W,00200,33.368,-7.588
GMMO,0000,0000,TAROUDANT,MOROCCO,000,000,000,U,000,000,000,U,00000,0.000,0.000
GMMS,SFI,0000,SAFI,MALTA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GMMT,0000,0000,CASABLANCA,MOROCCO,000,000,000,U,000,000,000,U,00000,0.000,0.000
GMMX,RAK,MENARA,MARRAKECH,MOROCCO,031,036,024,N,008,002,010,W,00468,31.607,-8.036
GMMY,NNA,KENITRA,KENTIRA,MOROCCO,034,017,056,N,006,035,045,W,00005,34.299,-6.596
GMMZ,OZZ,OUARZAZATE,OUARZAZATE,MOROCCO,030,056,020,N,006,054,033,W,01154,30.939,-6.909
GMTA,AHU,CHERIF EL IDRISSI,AL HOCIEMA,MOROCCO,035,010,037,N,003,050,022,W,00028,35.177,-3.839
GMTN,TTU,SANIAT RMEL,TETOUAN,MOROCCO,035,035,039,N,005,019,012,W,00004,35.594,-5.320
GMTT,TNG,IBN BATOUTA,TANGER,MOROCCO,035,043,036,N,005,055,000,W,00019,35.727,-5.917
GOGG,ZIG,ZIGUINCHOR,ZIGUINCHOR,SENEGAL,012,033,020,N,016,016,054,W,00023,12.556,-16.282
GOGK,KDA,KOLDA,KOLDA,SENEGAL,012,052,048,N,014,057,019,W,00001,12.880,-14.955
GOGS,CSK,CAP SKIRING,CAP SKIRING,SENEGAL,012,024,036,N,016,044,046,W,00016,12.410,-16.746
GOOD,0000,0000,DIOURBEL,SENEGAL,000,000,000,U,000,000,000,U,00000,0.000,0.000
GOOG,0000,0000,LINGUERE,SENEGAL,000,000,000,U,000,000,000,U,00000,0.000,0.000
GOOK,KLC,KAOLACK,KAOLACK,SENEGAL,014,008,048,N,016,003,004,W,00008,14.147,-16.051
GOOY,DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,014,044,022,N,017,029,024,W,00026,14.739,-17.490
GOSM,MAX,0000,MATAM,SENEGAL,000,000,000,U,000,000,000,U,00000,0.000,0.000
GOSP,POD,0000,PODOR,SENEGAL,000,000,000,U,000,000,000,U,00000,0.000,0.000
GOSR,RDT,0000,RICHARD TOLL,SENEGAL,000,000,000,U,000,000,000,U,00000,0.000,0.000
GOSS,XLS,SAINT LOUIS,ST. LOUIS,SENEGAL,016,002,059,N,016,027,040,W,00003,16.050,-16.461
GOTB,BXE,BAKEL,BAKEL,SENEGAL,014,050,050,N,012,028,005,W,00030,14.847,-12.468
GOTK,KGG,KEDOUGOU,KEDOUGOU,SENEGAL,012,034,020,N,012,013,013,W,00179,12.572,-12.220
GOTN,0000,0000,NIOKOLO KOBA,SENEGAL,000,000,000,U,000,000,000,U,00000,0.000,0.000
GOTS,SMY,0000,SIMENTI,SENEGAL,000,000,000,U,000,000,000,U,00000,0.000,0.000
GOTT,TUD,TAMBACOUNDA,TAMBACOUNDA,SENEGAL,013,044,012,N,013,039,011,W,00050,13.737,-13.653
GQNA,IEO,AIOUN EL ATROUSS,AIOUN EL ATROUSS,MAURITANIA,016,042,040,N,009,038,016,W,00290,16.711,-9.638
GQNB,OTL,0000,BOUTILIMIT,MAURITANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GQNC,THI,0000,TICHITT,MAURITANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GQND,TIY,TIDJIKJA,TIDJIKJA,MAURITANIA,018,034,013,N,011,025,023,W,00041,18.570,-11.423
GQNE,BGH,0000,BOGUE,MAURITANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GQNF,KFA,KIFFA,KIFFA,MAURITANIA,016,035,023,N,011,024,022,W,00129,16.590,-11.406
GQNI,EMN,NEMA,NEMA,MAURITANIA,016,037,019,N,007,018,052,W,00232,16.622,-7.314
GQNJ,AJJ,0000,AKJOUJT,MAURITANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GQNK,KED,KAEDI,KAEDI,MAURITANIA,016,009,034,N,013,030,027,W,00023,16.159,-13.508
GQNL,MOM,0000,MOUDJERIA,MAURITANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GQNM,TMD,0000,TIMBEDRA,MAURITANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GQNN,NKC,NOUAKCHOTT,NOUAKSCHOTT,MAURITANIA,018,005,052,N,015,056,052,W,00003,18.098,-15.948
GQNR,0000,0000,ROSSO,MAURITANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GQNS,SEY,SELIBADY,SELIBABI,MAURITANIA,015,010,046,N,012,012,026,W,00080,15.179,-12.207
GQNT,THT,0000,TAMCHAKETT,MAURITANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GQNU,0000,0000,M'BOUT,MAURITANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GQPA,ATR,ATAR,ATAR,MAURITANIA,020,030,024,N,013,002,035,W,00232,20.507,-13.043
GQPF,FGD,0000,F'DERIK,MAURITANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GQPP,NDB,NOUADHIBOU,NOUADHIBOU,MAURITANIA,020,055,042,N,017,001,052,W,00005,20.928,-17.031
GQPT,0000,BIR MOGHREIN,BIR MOGHREIN,MAURITANIA,025,014,012,N,011,035,019,W,00364,25.237,-11.589
GQPZ,OUZ,0000,ZOUERATT,MAURITANIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GSAI,0000,0000,EL AAIUN,OCCIDENTAL SAHARA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GSVO,0000,0000,VILLA CISNEROS,OCCIDENTAL SAHARA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GUFA,FIG,FRIA,FIRA,GUINEA,010,021,002,N,013,034,009,W,00152,10.351,-13.569
GUFH,FAA,FARANAH,FARANAH,GUINEA,010,002,008,N,010,046,011,W,00450,10.036,-10.770
GUGO,0000,0000,BANAKORO,GUINEA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GUKR,0000,0000,KAMSAR,GUINEA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GUKU,KSI,0000,KISSIDOUGOU,GUINEA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GULB,LEK,LABE,LABE,GUINEA,011,019,034,N,012,017,013,W,01036,11.326,-12.287
GUMA,MCA,MACENTA,MACENTA,GUINEA,008,028,052,N,009,031,033,W,00516,8.481,-9.526
GUNZ,NZE,NZEREKORE,N'ZEREKORE,GUINEA,007,048,021,N,008,042,006,W,00506,7.806,-8.702
GUOK,BKJ,0000,BOKE,GUINEA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GUSA,0000,0000,SANGAREDI,GUINEA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GUSB,SBI,0000,KOUNDARA,GUINEA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GUSI,GII,0000,SIGUIRI,GUINEA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GUXN,KNN,0000,KANKAN,GUINEA,000,000,000,U,000,000,000,U,00000,0.000,0.000
GVAC,SID,AMILCAR CABRAL INTERNATIONAL,AMILCAR CABRAL,CAPE VERDE ISLANDS,016,044,029,N,022,056,058,W,00054,16.741,-22.949
GVBA,BVC,RABIL,BOA VISTA,CAPE VERDE ISLANDS,016,008,012,N,022,053,020,W,00022,16.137,-22.889
GVFM,RAI,FRANCISCO MENDES,FRANCISCO MENDEZ,CAPE VERDE ISLANDS,014,055,028,N,023,029,036,W,00071,14.924,-23.493
GVMA,MMO,MAIO,MAIO,CAPE VERDE ISLANDS,015,009,021,N,023,012,049,W,00011,15.156,-23.214
GVMT,0000,0000,MOSTEIROS,CAPE VERDE ISLANDS,000,000,000,U,000,000,000,U,00000,0.000,0.000
GVPR,RAI,0000,PRAIA,CAPE VERDE ISLANDS,000,000,000,U,000,000,000,U,00000,0.000,0.000
GVSF,0000,0000,SAO FELIPE,CAPE VERDE ISLANDS,000,000,000,U,000,000,000,U,00000,0.000,0.000
GVSN,SNE,PREGUICA,SAO NOCOLAU ISLAND,CAPE VERDE ISLANDS,016,035,018,N,024,017,004,W,00204,16.588,-24.284
GVSV,VXE,SAO PEDRO,SAO VICENTE ISLAND,CAPE VERDE ISLANDS,016,050,002,N,025,003,024,W,00021,16.834,-25.057
GYGM,0000,0000,GIMLI,CANADA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAAB,ADD,BOLE INTERNATIONAL,ADDIS ABABA,ETHIOPIA,008,058,037,N,038,048,000,E,02323,8.977,38.800
HAAD,0000,0000,ADABA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAAG,0000,0000,AGORDAT,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAAL,0000,LIDETA,ADDIS ABABA,ETHIOPIA,009,000,013,N,038,043,032,E,02362,9.004,38.726
HAAM,AMH,0000,ARBA MINCH,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAAW,0000,0000,AWASH,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAAX,AXU,0000,AXUM,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAAY,ASM,0000,ASMARA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HABB,XBL,0000,BUNNO BEDELE,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HABC,BCO,0000,BACO,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HABD,BJR,BAHIR DAR,BAHAR DAR,ETHIOPIA,011,036,029,N,037,019,017,E,01829,11.608,37.321
HABE,BEI,0000,BEICA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HABU,BCY,0000,BULCHI,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HADB,0000,0000,DAGABOUR,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HADC,DSE,0000,DESSIE,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HADD,DEM,0000,DEMBIDOLLO,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HADK,ABK,0000,KABRE DARE,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HADL,0000,0000,DALLOL,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HADM,DBM,0000,DEBRE MARCOS,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HADN,0000,0000,DANGUILLA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HADO,0000,0000,DODOLA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HADR,DIR,ABA TENNA DEJAZMATCH YILMA INTERNATIONAL,DIRE DAWA,ETHIOPIA,009,037,030,N,041,051,015,E,01143,9.625,41.854
HADT,DBT,0000,DEBRE TABOR,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAFN,0000,0000,FINCHA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAGB,GOB,0000,GOBA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAGH,GNN,0000,GHINNIR,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAGL,0000,0000,GALADI,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAGM,GMB,GAMBELLA,GAMBELLA,ETHIOPIA,008,007,042,N,034,033,048,E,00485,8.128,34.563
HAGN,GDQ,GONDER,GONDAR,ETHIOPIA,012,031,006,N,037,025,056,E,00197,12.518,37.432
HAGO,GCE,0000,GODE,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAGR,GOR,0000,GORE,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAGU,0000,0000,GURA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAHM,0000,HARAR MEDA,DEBRE ZEIT,ETHIOPIA,008,042,056,N,039,000,029,E,01880,8.716,39.008
HAHS,0000,0000,HOSSANA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAHU,HUE,0000,HUMERA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAJJ,0000,0000,JIJIGA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAJM,JIM,ABA SEGUD,JIMMA,ETHIOPIA,007,039,057,N,036,048,059,E,01683,7.666,36.816
HAKL,0000,0000,KELAFO,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HALA,AWA,0000,AWASA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HALL,LLI,LALIBELLA,LALIBELLA,ETHIOPIA,011,058,029,N,038,058,047,E,01982,11.975,38.980
HAME,0000,0000,MIESO,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAMJ,0000,0000,MAJI,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAMK,MQX,MEKELE,MAKALE,ETHIOPIA,013,028,002,N,039,032,000,E,02232,13.467,39.533
HAML,MZX,0000,MASSLO,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAMM,ETE,0000,METEMA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAMN,NDM,0000,MENDI,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAMO,OTA,0000,MOTA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAMR,MUJ,0000,MUI RIVER,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAMS,MSW,0000,MASSAWA,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
HAMT,MTF,0000,MIZAN TEFERI,ETHIOPIA,000,000,000,U,000,000,000,U,00000,0.000,0.000
